Time,ID,latitude,longitude,altitude,xVelocity,yVelocity,zVelocity,,
779,1,32.26856,46.28418,68003.7,-2749,3615,7.622,4541.506809,
780,1,32.27245,46.2334,67983.8,-2748,3614,7.614,4540.105502,
781,1,32.27634,46.18262,67963.9,-2748,3613,7.606,4539.309513,
782,1,32.28023,46.13184,67944.1,-2747,3612,7.598,4537.908189,
783,1,32.28411,46.08106,67924.2,-2746,3610,7.59,4535.710926,
784,1,32.288,46.03029,67904.3,-2745,3609,7.582,4534.309593,
785,1,32.29189,45.97951,67884.4,-2744,3608,7.574,4532.908268,
786,1,32.29577,45.92873,67864.6,-2743,3607,7.566,4531.506951,
787,1,32.29966,45.87795,67844.7,-2742,3606,7.557,4530.10564,
788,1,32.30355,45.82717,67824.8,-2742,3604,7.549,4528.513772,
789,1,32.30743,45.77639,67804.9,-2741,3603,7.541,4527.11242,
790,1,32.31132,45.72561,67785.1,-2740,3602,7.533,4525.711076,
791,1,32.3152,45.67484,67765.2,-2739,3601,7.525,4524.30974,
792,1,32.31909,45.62406,67745.3,-2738,3600,7.517,4522.908412,
793,1,32.32297,45.57328,67725.4,-2737,3598,7.508,4520.711158,
794,1,32.32686,45.5225,67705.6,-2736,3597,7.5,4519.30982,
795,1,32.33074,45.47172,67685.7,-2736,3596,7.492,4518.513929,
796,1,32.33462,45.42095,67665.8,-2735,3595,7.484,4517.112574,
797,1,32.33851,45.37017,67645.9,-2734,3594,7.476,4515.711228,
798,1,32.34239,45.31939,67626.1,-2733,3592,7.467,4513.514014,
799,1,32.34627,45.26861,67606.2,-2732,3591,7.459,4512.112658,
800,1,32.35016,45.21783,67586.3,-2731,3590,7.451,4510.711309,
801,1,32.35404,45.16706,67566.4,-2730,3589,7.443,4509.309969,
802,1,32.35792,45.11628,67546.6,-2729,3588,7.435,4507.908637,
803,1,32.36181,45.0655,67526.7,-2729,3587,7.426,4507.112728,
804,1,32.36569,45.01472,67506.8,-2728,3585,7.418,4504.91554,
805,1,32.36957,44.96395,67486.9,-2727,3584,7.41,4503.514173,
806,1,32.37345,44.91317,67467.1,-2726,3583,7.402,4502.112814,
807,1,32.37734,44.86239,67447.2,-2725,3582,7.393,4500.711461,
808,1,32.38122,44.81162,67427.3,-2724,3581,7.385,4499.310118,
809,1,32.3851,44.76084,67407.4,-2723,3579,7.377,4497.112898,
810,1,32.38898,44.71006,67387.6,-2722,3578,7.369,4495.711546,
811,1,32.39286,44.65929,67367.7,-2722,3577,7.36,4494.915702,
812,1,32.39674,44.60851,67347.8,-2721,3576,7.352,4493.514332,
813,1,32.40062,44.55774,67327.9,-2720,3575,7.344,4492.11297,
814,1,32.4045,44.50696,67308.1,-2719,3573,7.336,4489.915792,
815,1,32.40839,44.45619,67288.2,-2718,3572,7.327,4488.514418,
816,1,32.41227,44.40541,67268.3,-2717,3571,7.319,4487.113055,
817,1,32.41615,44.35464,67248.4,-2716,3570,7.311,4485.711699,
818,1,32.42003,44.30386,67228.6,-2715,3569,7.303,4484.310352,
819,1,32.42391,44.25309,67208.7,-2715,3567,7.295,4482.718731,
820,1,32.42779,44.20231,67188.8,-2714,3566,7.287,4481.31734,
821,1,32.43167,44.15154,67168.9,-2713,3565,7.278,4479.915956,
822,1,32.43555,44.10076,67149.1,-2712,3564,7.27,4478.514581,
823,1,32.43943,44.04999,67129.2,-2711,3563,7.262,4477.113215,
824,1,32.44331,43.99922,67109.3,-2710,3562,7.254,4475.711856,
825,1,32.44719,43.94844,67089.4,-2709,3560,7.246,4473.51467,
826,1,32.45107,43.89767,67069.5,-2708,3559,7.238,4472.113302,
827,1,32.45495,43.8469,67049.7,-2708,3558,7.23,4471.31751,
828,1,32.45883,43.79613,67029.8,-2707,3557,7.222,4469.916124,
829,1,32.4627,43.74536,67009.9,-2706,3556,7.213,4468.514745,
830,1,32.46658,43.69458,66990,-2705,3554,7.205,4466.317601,
831,1,32.47046,43.64381,66970.2,-2704,3553,7.197,4464.916214,
832,1,32.47434,43.59304,66950.3,-2703,3552,7.189,4463.514835,
833,1,32.47822,43.54227,66930.4,-2702,3551,7.181,4462.113464,
834,1,32.4821,43.4915,66910.5,-2701,3550,7.173,4460.712101,
835,1,32.48598,43.44073,66890.7,-2700,3549,7.165,4459.310747,
836,1,32.48986,43.38996,66870.8,-2700,3547,7.158,4457.719174,
837,1,32.49374,43.33919,66850.9,-2699,3546,7.15,4456.317776,
838,1,32.49761,43.28842,66831,-2698,3545,7.142,4454.916386,
839,1,32.50149,43.23766,66811.2,-2697,3544,7.134,4453.515004,
840,1,32.50537,43.18689,66791.3,-2696,3543,7.126,4452.113631,
841,1,32.50925,43.13612,66771.4,-2695,3541,7.118,4449.916479,
842,1,32.51313,43.08535,66751.5,-2694,3540,7.11,4448.515095,
843,1,32.51701,43.03459,66731.7,-2693,3539,7.103,4447.113722,
844,1,32.52089,42.98382,66711.8,-2692,3538,7.095,4445.712355,
845,1,32.52476,42.93305,66691.9,-2692,3537,7.087,4444.91656,
846,1,32.52864,42.88229,66672,-2691,3536,7.079,4443.515175,
847,1,32.53252,42.83152,66652.2,-2690,3534,7.072,4441.318049,
848,1,32.5364,42.78076,66632.3,-2689,3533,7.064,4439.916655,
849,1,32.54028,42.72999,66612.4,-2688,3532,7.057,4438.51527,
850,1,32.54416,42.67923,66592.5,-2687,3531,7.049,4437.113892,
851,1,32.54804,42.62847,66572.7,-2686,3530,7.041,4435.712522,
852,1,32.55191,42.5777,66552.8,-2685,3529,7.034,4434.311162,
853,1,32.55579,42.52694,66532.9,-2684,3527,7.026,4432.113984,
854,1,32.55967,42.47618,66513,-2683,3526,7.019,4430.712614,
855,1,32.56355,42.42542,66493.2,-2682,3525,7.012,4429.311252,
856,1,32.56743,42.37466,66473.3,-2682,3524,7.004,4428.515446,
857,1,32.57131,42.3239,66453.4,-2681,3523,6.997,4427.114067,
858,1,32.57518,42.27314,66433.5,-2680,3522,6.989,4425.712694,
859,1,32.57906,42.22238,66413.7,-2679,3520,6.982,4423.515542,
860,1,32.58294,42.17162,66393.8,-2678,3519,6.975,4422.114161,
861,1,32.58682,42.12086,66373.9,-2677,3518,6.968,4420.712788,
862,1,32.5907,42.0701,66354,-2676,3517,6.96,4419.311422,
863,1,32.59458,42.01934,66334.2,-2675,3516,6.953,4417.910065,
864,1,32.59846,41.96859,66314.3,-2674,3515,6.946,4416.508717,
865,1,32.60233,41.91783,66294.4,-2673,3513,6.939,4414.311515,
866,1,32.60621,41.86707,66274.5,-2672,3512,6.932,4412.910157,
867,1,32.61009,41.81632,66254.7,-2672,3511,6.925,4412.114341,
868,1,32.61397,41.76556,66234.8,-2671,3510,6.918,4410.712965,
869,1,32.61785,41.71481,66214.9,-2670,3509,6.911,4409.311597,
870,1,32.62173,41.66406,66195,-2669,3508,6.904,4407.910238,
871,1,32.62561,41.6133,66175.1,-2668,3506,6.898,4405.713062,
872,1,32.62949,41.56255,66155.3,-2667,3505,6.891,4404.311693,
873,1,32.63337,41.5118,66135.4,-2666,3504,6.884,4402.910332,
874,1,32.63725,41.46105,66115.5,-2665,3503,6.877,4401.508979,
875,1,32.64113,41.4103,66095.6,-2664,3502,6.871,4400.107636,
876,1,32.64501,41.35955,66075.8,-2663,3501,6.864,4398.7063,
877,1,32.64889,41.3088,66055.9,-2662,3499,6.858,4396.509073,
878,1,32.65277,41.25805,66036,-2661,3498,6.851,4395.107727,
879,1,32.65665,41.2073,66016.1,-2661,3497,6.845,4394.311875,
880,1,32.66053,41.15656,65996.3,-2660,3496,6.838,4392.910511,
881,1,32.66441,41.10581,65976.4,-2659,3495,6.832,4391.509157,
882,1,32.66829,41.05506,65956.5,-2658,3494,6.826,4390.107811,
883,1,32.67217,41.00432,65936.6,-2657,3493,6.819,4388.706472,
884,1,32.67605,40.95357,65916.8,-2656,3491,6.813,4386.509252,
885,1,32.67993,40.90283,65896.9,-2655,3490,6.807,4385.107905,
886,1,32.68381,40.85209,65877,-2654,3489,6.801,4383.706566,
887,1,32.68769,40.80134,65857.1,-2653,3488,6.795,4382.305235,
888,1,32.69157,40.7506,65837.3,-2652,3487,6.789,4380.903912,
889,1,32.69545,40.69986,65817.4,-2651,3486,6.783,4379.502598,
890,1,32.69933,40.64912,65797.5,-2650,3484,6.777,4377.305327,
891,1,32.70321,40.59838,65777.6,-2649,3483,6.771,4375.904003,
892,1,32.7071,40.54764,65757.8,-2648,3482,6.765,4374.502688,
893,1,32.71098,40.4969,65737.9,-2648,3481,6.76,4373.706746,
894,1,32.71486,40.44617,65718,-2647,3480,6.754,4372.305412,
895,1,32.71874,40.39543,65698.1,-2646,3479,6.748,4370.904087,
896,1,32.72262,40.34469,65678.3,-2645,3478,6.743,4369.502771,
897,1,32.72651,40.29396,65658.4,-2644,3476,6.737,4367.305507,
898,1,32.73039,40.24322,65638.5,-2643,3475,6.732,4365.904181,
899,1,32.73427,40.19249,65618.6,-2642,3474,6.726,4364.502863,
900,1,32.73816,40.14176,65598.8,-2641,3473,6.721,4363.101554,
901,1,32.74204,40.09103,65578.9,-2640,3472,6.716,4361.700254,
902,1,32.74592,40.0403,65559,-2639,3471,6.711,4360.298962,
903,1,32.74981,39.98956,65539.1,-2638,3470,6.705,4358.897677,
904,1,32.75369,39.93884,65519.3,-2637,3468,6.7,4356.700344,
905,1,32.75757,39.88811,65499.4,-2636,3467,6.695,4355.299051,
906,1,32.76146,39.83738,65479.5,-2635,3466,6.69,4353.897766,
907,1,32.76534,39.78665,65459.6,-2634,3465,6.686,4352.496491,
908,1,32.76923,39.73593,65439.8,-2633,3464,6.681,4351.095223,
909,1,32.77311,39.6852,65419.9,-2632,3463,6.676,4349.693963,
910,1,32.777,39.63448,65400,-2632,3462,6.671,4348.897849,
911,1,32.78088,39.58375,65380.1,-2631,3460,6.667,4346.700524,
912,1,32.78477,39.53303,65360.3,-2630,3459,6.662,4345.299228,
913,1,32.78865,39.48231,65340.4,-2629,3458,6.658,4343.897942,
914,1,32.79254,39.43159,65320.5,-2628,3457,6.653,4342.496662,
915,1,32.79642,39.38087,65300.6,-2627,3456,6.649,4341.095393,
916,1,32.80031,39.33015,65280.7,-2626,3455,6.645,4339.694132,
917,1,32.8042,39.27943,65260.9,-2625,3454,6.64,4338.292877,
918,1,32.80809,39.22871,65241,-2624,3453,6.636,4336.891633,
919,1,32.81197,39.178,65221.1,-2623,3451,6.632,4334.69422,
920,1,32.81586,39.12728,65201.2,-2622,3450,6.628,4333.292966,
921,1,32.81975,39.07657,65181.4,-2621,3449,6.624,4331.89172,
922,1,32.82364,39.02585,65161.5,-2620,3448,6.621,4330.490485,
923,1,32.82752,38.97514,65141.6,-2619,3447,6.617,4329.089256,
924,1,32.83141,38.92443,65121.7,-2618,3446,6.613,4327.688035,
925,1,32.8353,38.87372,65101.9,-2617,3445,6.609,4326.286823,
926,1,32.83919,38.82301,65082,-2616,3443,6.606,4324.089342,
927,1,32.84308,38.7723,65062.1,-2615,3442,6.602,4322.68812,
928,1,32.84697,38.72159,65042.2,-2614,3441,6.599,4321.286909,
929,1,32.85086,38.67088,65022.4,-2613,3440,6.596,4319.885705,
930,1,32.85475,38.62018,65002.5,-2612,3439,6.593,4318.484511,
931,1,32.85864,38.56947,64982.6,-2611,3438,6.589,4317.083323,
932,1,32.86253,38.51877,64962.7,-2610,3437,6.586,4315.682145,
933,1,32.86642,38.46807,64942.9,-2609,3436,6.583,4314.280976,
934,1,32.87031,38.41737,64923,-2608,3434,6.58,4312.083406,
935,1,32.87421,38.36667,64903.1,-2608,3433,6.578,4311.287078,
936,1,32.8781,38.31597,64883.2,-2607,3432,6.575,4309.885872,
937,1,32.88199,38.26527,64863.4,-2606,3431,6.572,4308.484675,
938,1,32.88588,38.21457,64843.5,-2605,3430,6.57,4307.083487,
939,1,32.88978,38.16387,64823.6,-2604,3429,6.567,4305.682307,
940,1,32.89367,38.11318,64803.7,-2603,3428,6.565,4304.281136,
941,1,32.89756,38.06248,64783.9,-2602,3427,6.562,4302.879973,
942,1,32.90146,38.01179,64764,-2601,3426,6.56,4301.478819,
943,1,32.90535,37.9611,64744.1,-2600,3424,6.558,4299.28122,
944,1,32.90925,37.91041,64724.2,-2599,3423,6.556,4297.880057,
945,1,32.91314,37.85972,64704.4,-2598,3422,6.554,4296.478902,
946,1,32.91704,37.80903,64684.5,-2597,3421,6.552,4295.077756,
947,1,32.92093,37.75834,64664.6,-2596,3420,6.55,4293.676618,
948,1,32.92483,37.70765,64644.7,-2595,3419,6.548,4292.275489,
949,1,32.92873,37.65697,64624.9,-2594,3418,6.547,4290.87437,
950,1,32.93262,37.60628,64605,-2593,3417,6.545,4289.473259,
951,1,32.93652,37.5556,64585.1,-2592,3416,6.544,4288.072157,
952,1,32.94042,37.50492,64565.2,-2591,3414,6.542,4285.87445,
953,1,32.94432,37.45424,64545.4,-2590,3413,6.541,4284.473338,
954,1,32.94822,37.40356,64525.5,-2589,3412,6.54,4283.072235,
955,1,32.95212,37.35288,64505.6,-2588,3411,6.539,4281.671141,
956,1,32.95601,37.3022,64485.7,-2587,3410,6.538,4280.270055,
957,1,32.95991,37.25153,64465.8,-2586,3409,6.537,4278.868978,
958,1,32.96381,37.20085,64446,-2585,3408,6.536,4277.46791,
959,1,32.96771,37.15018,64426.1,-2584,3407,6.535,4276.06685,
960,1,32.97162,37.0995,64406.2,-2583,3406,6.535,4274.665801,
961,1,32.97552,37.04883,64386.3,-2582,3405,6.534,4273.264758,
962,1,32.97942,36.99816,64366.5,-2581,3403,6.533,4271.066925,
963,1,32.98332,36.94749,64346.6,-2580,3402,6.533,4269.665875,
964,1,32.98722,36.89682,64326.7,-2579,3401,6.533,4268.264832,
965,1,32.99112,36.84615,64306.8,-2578,3400,6.532,4266.863798,
966,1,32.99503,36.79549,64287,-2577,3399,6.532,4265.462773,
967,1,32.99893,36.74482,64267.1,-2576,3398,6.532,4264.061757,
968,1,33.00283,36.69416,64247.2,-2575,3397,6.532,4262.66075,
969,1,33.00674,36.6435,64227.3,-2574,3396,6.532,4261.259751,
970,1,33.01064,36.59283,64207.5,-2573,3395,6.532,4259.858761,
971,1,33.01455,36.54217,64187.6,-2572,3394,6.532,4258.45778,
972,1,33.01845,36.49151,64167.7,-2571,3392,6.532,4256.259821,
973,1,33.02236,36.44085,64147.8,-2570,3391,6.533,4254.858832,
974,1,33.02626,36.3902,64128,-2569,3390,6.533,4253.45785,
975,1,33.03017,36.33954,64108.1,-2568,3389,6.533,4252.056876,
976,1,33.03408,36.28888,64088.2,-2567,3388,6.534,4250.655913,
977,1,33.03798,36.23823,64068.3,-2566,3387,6.534,4249.254957,
978,1,33.04189,36.18758,64048.5,-2565,3386,6.535,4247.854012,
979,1,33.0458,36.13692,64028.6,-2564,3385,6.536,4246.453075,
980,1,33.04971,36.08627,64008.7,-2563,3384,6.536,4245.052146,
981,1,33.05361,36.03562,63988.8,-2562,3383,6.537,4243.651227,
982,1,33.05752,35.98497,63969,-2561,3382,6.538,4242.250316,
983,1,33.06143,35.93432,63949.1,-2560,3380,6.539,4240.052212,
984,1,33.06534,35.88368,63929.2,-2559,3379,6.54,4238.651292,
985,1,33.06925,35.83303,63909.3,-2558,3378,6.541,4237.25038,
986,1,33.07316,35.78239,63889.5,-2557,3377,6.542,4235.849478,
987,1,33.07707,35.73174,63869.6,-2556,3376,6.543,4234.448584,
988,1,33.08098,35.6811,63849.7,-2555,3375,6.545,4233.047701,
989,1,33.08489,35.63046,63829.8,-2554,3374,6.546,4231.646825,
990,1,33.0888,35.57982,63810,-2553,3373,6.547,4230.245958,
991,1,33.09271,35.52918,63790.1,-2552,3372,6.549,4228.845101,
992,1,33.09663,35.47854,63770.2,-2551,3371,6.55,4227.444252,
993,1,33.10054,35.4279,63750.3,-2550,3370,6.552,4226.043413,
994,1,33.10445,35.37726,63730.5,-2549,3368,6.553,4223.845161,
995,1,33.10836,35.32663,63710.6,-2548,3367,6.555,4222.444312,
996,1,33.11228,35.27599,63690.7,-2547,3366,6.557,4221.043472,
997,1,33.11619,35.22536,63670.8,-2546,3365,6.558,4219.64264,
998,1,33.1201,35.17472,63650.9,-2545,3364,6.56,4218.241818,
999,1,33.12402,35.12409,63631.1,-2544,3363,6.562,4216.841005,
1000,1,33.12793,35.07346,63611.2,-2543,3362,6.564,4215.440201,
1001,1,33.13185,35.02283,63591.3,-2541,3361,6.566,4213.436259,
1002,1,33.13576,34.9722,63571.4,-2540,3360,6.568,4212.03551,
1003,1,33.13968,34.92158,63551.6,-2539,3359,6.57,4210.63477,
1004,1,33.14359,34.87095,63531.7,-2538,3358,6.572,4209.234039,
1005,1,33.14751,34.82032,63511.8,-2537,3357,6.574,4207.833316,
1006,1,33.15143,34.7697,63491.9,-2536,3356,6.576,4206.432603,
1007,1,33.15534,34.71907,63472.1,-2535,3354,6.578,4204.234088,
1008,1,33.15926,34.66845,63452.2,-2534,3353,6.58,4202.833365,
1009,1,33.16318,34.61783,63432.3,-2533,3352,6.583,4201.432653,
1010,1,33.1671,34.56721,63412.4,-2532,3351,6.585,4200.031948,
1011,1,33.17101,34.51659,63392.6,-2531,3350,6.587,4198.631252,
1012,1,33.17493,34.46597,63372.7,-2530,3349,6.59,4197.230566,
1013,1,33.17885,34.41535,63352.8,-2529,3348,6.592,4195.829889,
1014,1,33.18277,34.36473,63332.9,-2528,3347,6.594,4194.42922,
1015,1,33.18669,34.31412,63313.1,-2527,3346,6.597,4193.028562,
1016,1,33.19061,34.2635,63293.2,-2526,3345,6.599,4191.627911,
1017,1,33.19453,34.21289,63273.3,-2525,3344,6.602,4190.227271,
1018,1,33.19845,34.16228,63253.4,-2524,3343,6.605,4188.826641,
1019,1,33.20237,34.11166,63233.6,-2523,3342,6.607,4187.426018,
1020,1,33.20629,34.06105,63213.7,-2522,3340,6.61,4185.227317,
1021,1,33.21021,34.01044,63193.8,-2521,3339,6.613,4183.826685,
1022,1,33.21413,33.95983,63173.9,-2520,3338,6.615,4182.426061,
1023,1,33.21805,33.90922,63154.1,-2519,3337,6.618,4181.025448,
1024,1,33.22198,33.85862,63134.2,-2518,3336,6.621,4179.624844,
1025,1,33.2259,33.80801,63114.3,-2517,3335,6.624,4178.224249,
1026,1,33.22982,33.7574,63094.4,-2516,3334,6.627,4176.823664,
1027,1,33.23374,33.7068,63074.6,-2515,3333,6.629,4175.423086,
1028,1,33.23767,33.6562,63054.7,-2514,3332,6.632,4174.022518,
1029,1,33.24159,33.60559,63034.8,-2513,3331,6.635,4172.62196,
1030,1,33.24551,33.55499,63014.9,-2512,3330,6.638,4171.221411,
1031,1,33.24944,33.50439,62995,-2511,3329,6.641,4169.820872,
1032,1,33.25336,33.45379,62975.2,-2510,3328,6.644,4168.420341,
1033,1,33.25729,33.40319,62955.3,-2509,3326,6.647,4166.221451,
1034,1,33.26121,33.35259,62935.4,-2508,3325,6.65,4164.820911,
1035,1,33.26514,33.30199,62915.5,-2507,3324,6.653,4163.42038,
1036,1,33.26906,33.2514,62895.7,-2506,3323,6.656,4162.019858,
1037,1,33.27299,33.2008,62875.8,-2505,3322,6.659,4160.619346,
1038,1,33.27692,33.15021,62855.9,-2503,3321,6.662,4158.616883,
1039,1,33.28084,33.09961,62836,-2502,3320,6.665,4157.216427,
1040,1,33.28477,33.04902,62816.2,-2501,3319,6.669,4155.815982,
1041,1,33.2887,32.99843,62796.3,-2500,3318,6.672,4154.415544,
1042,1,33.29262,32.94784,62776.4,-2499,3317,6.675,4153.015116,
1043,1,33.29655,32.89725,62756.5,-2498,3316,6.678,4151.614697,
1044,1,33.30048,32.84666,62736.7,-2497,3315,6.681,4150.214288,
1045,1,33.30441,32.79607,62716.8,-2496,3314,6.685,4148.813889,
1046,1,33.30834,32.74548,62696.9,-2495,3313,6.688,4147.413499,
1047,1,33.31226,32.69489,62677,-2494,3311,6.691,4145.214321,
1048,1,33.31619,32.64431,62657.2,-2493,3310,6.694,4143.813921,
1049,1,33.32012,32.59372,62637.3,-2492,3309,6.697,4142.41353,
1050,1,33.32405,32.54314,62617.4,-2491,3308,6.701,4141.013149,
1051,1,33.32798,32.49255,62597.5,-2490,3307,6.704,4139.612777,
1052,1,33.33191,32.44197,62577.7,-2489,3306,6.707,4138.212414,
1053,1,33.33584,32.39139,62557.8,-2488,3305,6.711,4136.812062,
1054,1,33.33977,32.34081,62537.9,-2487,3304,6.714,4135.411718,
1055,1,33.3437,32.29023,62518,-2486,3303,6.717,4134.011383,
1056,1,33.34763,32.23965,62498.2,-2485,3302,6.72,4132.611058,
1057,1,33.35157,32.18907,62478.3,-2484,3301,6.724,4131.210744,
1058,1,33.3555,32.1385,62458.4,-2483,3300,6.727,4129.810438,
1059,1,33.35943,32.08792,62438.5,-2482,3299,6.73,4128.410141,
1060,1,33.36336,32.03734,62418.7,-2481,3297,6.734,4126.210773,
1061,1,33.36729,31.98677,62398.8,-2480,3296,6.737,4124.810467,
1062,1,33.37123,31.93619,62378.9,-2479,3295,6.74,4123.41017,
1063,1,33.37516,31.88562,62359,-2478,3294,6.744,4122.009884,
1064,1,33.37909,31.83505,62339.1,-2477,3293,6.747,4120.609606,
1065,1,33.38303,31.78448,62319.3,-2476,3292,6.75,4119.209337,
1066,1,33.38696,31.73391,62299.4,-2475,3291,6.753,4117.809078,
1067,1,33.3909,31.68334,62279.5,-2474,3290,6.757,4116.40883,
1068,1,33.39483,31.63277,62259.6,-2473,3289,6.76,4115.00859,
1069,1,33.39876,31.5822,62239.8,-2472,3288,6.763,4113.60836,
1070,1,33.4027,31.53163,62219.9,-2471,3287,6.767,4112.208141,
1071,1,33.40663,31.48106,62200,-2470,3286,6.77,4110.807929,
1072,1,33.41057,31.4305,62180.1,-2469,3285,6.773,4109.407728,
1073,1,33.4145,31.37993,62160.3,-2468,3284,6.776,4108.007536,
1074,1,33.41844,31.32937,62140.4,-2466,3282,6.78,4105.207177,
1075,1,33.42238,31.2788,62120.5,-2465,3281,6.783,4103.807014,
1076,1,33.42631,31.22824,62100.6,-2464,3280,6.786,4102.406861,
1077,1,33.43025,31.17768,62080.8,-2463,3279,6.789,4101.006717,
1078,1,33.43419,31.12712,62060.9,-2462,3278,6.792,4099.606582,
1079,1,33.43812,31.07656,62041,-2461,3277,6.796,4098.20646,
1080,1,33.44206,31.026,62021.1,-2460,3276,6.799,4096.806345,
1081,1,33.446,30.97544,62001.3,-2459,3275,6.802,4095.40624,
1082,1,33.44994,30.92488,61981.4,-2458,3274,6.805,4094.006144,
1083,1,33.45387,30.87432,61961.5,-2457,3273,6.808,4092.606058,
1084,1,33.45781,30.82377,61941.6,-2456,3272,6.811,4091.205982,
1085,1,33.46175,30.77321,61921.8,-2455,3271,6.814,4089.805916,
1086,1,33.46569,30.72266,61901.9,-2454,3270,6.818,4088.405861,
1087,1,33.46963,30.6721,61882,-2453,3268,6.821,4086.206006,
1088,1,33.47357,30.62155,61862.1,-2452,3267,6.824,4084.80594,
1089,1,33.47751,30.571,61842.3,-2451,3266,6.827,4083.405883,
1090,1,33.48145,30.52044,61822.4,-2450,3265,6.83,4082.005836,
1091,1,33.48539,30.46989,61802.5,-2449,3264,6.833,4080.605799,
1092,1,33.48933,30.41934,61782.6,-2448,3263,6.836,4079.205772,
1093,1,33.49327,30.36879,61762.8,-2447,3262,6.839,4077.805755,
1094,1,33.49721,30.31824,61742.9,-2446,3261,6.841,4076.405745,
1095,1,33.50115,30.2677,61723,-2445,3260,6.844,4075.005747,
1096,1,33.50509,30.21715,61703.1,-2444,3259,6.847,4073.605759,
1097,1,33.50903,30.1666,61683.2,-2443,3258,6.85,4072.205781,
1098,1,33.51297,30.11606,61663.4,-2442,3257,6.853,4070.805813,
1099,1,33.51692,30.06551,61643.5,-2441,3256,6.856,4069.405854,
1100,1,33.52086,30.01497,61623.6,-2440,3254,6.858,4067.205802,
1101,1,33.5248,29.96442,61603.7,-2439,3253,6.861,4065.805833,
1102,1,33.52874,29.91388,61583.9,-2438,3252,6.864,4064.405875,
1103,1,33.53268,29.86334,61564,-2437,3251,6.866,4063.005924,
1104,1,33.53663,29.81279,61544.1,-2436,3250,6.869,4061.605986,
1105,1,33.54057,29.76225,61524.2,-2435,3249,6.872,4060.206057,
1106,1,33.54451,29.71171,61504.4,-2434,3248,6.874,4058.806136,
1107,1,33.54846,29.66117,61484.5,-2433,3247,6.877,4057.406227,
1108,1,33.5524,29.61063,61464.6,-2432,3246,6.879,4056.006327,
1109,1,33.55635,29.5601,61444.7,-2431,3245,6.882,4054.606437,
1110,1,33.56029,29.50956,61424.9,-2430,3244,6.884,4053.206556,
1111,1,33.56423,29.45902,61405,-2429,3243,6.887,4051.806687,
1112,1,33.56818,29.40849,61385.1,-2428,3241,6.889,4049.606457,
1113,1,33.57212,29.35795,61365.2,-2427,3240,6.891,4048.206576,
1114,1,33.57607,29.30742,61345.4,-2426,3239,6.894,4046.806707,
1115,1,33.58001,29.25688,61325.5,-2425,3238,6.896,4045.406847,
1116,1,33.58396,29.20635,61305.6,-2424,3237,6.898,4044.006996,
1117,1,33.58791,29.15582,61285.7,-2423,3236,6.9,4042.607155,
1118,1,33.59185,29.10528,61265.9,-2422,3235,6.902,4041.207324,
1119,1,33.5958,29.05475,61246,-2421,3234,6.905,4039.807505,
1120,1,33.59974,29.00422,61226.1,-2420,3233,6.907,4038.407694,
1121,1,33.60369,28.95369,61206.2,-2419,3232,6.909,4037.007894,
1122,1,33.60764,28.90316,61186.4,-2418,3231,6.911,4035.608103,
1123,1,33.61158,28.85263,61166.5,-2417,3229,6.913,4033.407714,
1124,1,33.61553,28.80211,61146.6,-2416,3228,6.914,4032.007912,
1125,1,33.61948,28.75158,61126.7,-2415,3227,6.916,4030.608122,
1126,1,33.62343,28.70105,61106.9,-2414,3226,6.918,4029.208341,
1127,1,33.62737,28.65052,61087,-2413,3225,6.92,4027.808571,
1128,1,33.63132,28.6,61067.1,-2412,3224,6.921,4026.408809,
1129,1,33.63527,28.54947,61047.2,-2411,3223,6.923,4025.009059,
1130,1,33.63922,28.49895,61027.3,-2410,3222,6.925,4023.609319,
1131,1,33.64317,28.44843,61007.5,-2409,3221,6.926,4022.209588,
1132,1,33.64712,28.3979,60987.6,-2408,3220,6.928,4020.809868,
1133,1,33.65106,28.34738,60967.7,-2407,3219,6.929,4019.410157,
1134,1,33.65501,28.29686,60947.8,-2406,3217,6.931,4017.209609,
1135,1,33.65896,28.24634,60928,-2405,3216,6.932,4015.809888,
1136,1,33.66291,28.19582,60908.1,-2404,3215,6.933,4014.410177,
1137,1,33.66686,28.1453,60888.2,-2403,3214,6.935,4013.010478,
1138,1,33.67081,28.09478,60868.3,-2402,3213,6.936,4011.610787,
1139,1,33.67476,28.04426,60848.5,-2401,3212,6.937,4010.211107,
1140,1,33.67871,27.99374,60828.6,-2400,3211,6.938,4008.811437,
1141,1,33.68266,27.94323,60808.7,-2399,3210,6.939,4007.411777,
1142,1,33.68661,27.89271,60788.8,-2398,3209,6.94,4006.012127,
1143,1,33.69056,27.84219,60769,-2397,3208,6.941,4004.612488,
1144,1,33.69452,27.79168,60749.1,-2396,3206,6.942,4002.411797,
1145,1,33.69847,27.74116,60729.2,-2395,3205,6.942,4001.012146,
1146,1,33.70242,27.69065,60709.3,-2394,3204,6.943,3999.612507,
1147,1,33.70637,27.64014,60689.5,-2393,3203,6.944,3998.212878,
1148,1,33.71032,27.58962,60669.6,-2392,3202,6.944,3996.813258,
1149,1,33.71427,27.53911,60649.7,-2391,3201,6.945,3995.41365,
1150,1,33.71822,27.4886,60629.8,-2390,3200,6.946,3994.014052,
1151,1,33.72218,27.43809,60610,-2389,3199,6.946,3992.614463,
1152,1,33.72613,27.38758,60590.1,-2388,3198,6.946,3991.214884,
1153,1,33.73008,27.33707,60570.2,-2387,3196,6.947,3989.014071,
